Provincia	Código INE	Nombre del Municipio	Nº de conatos	Nº de incendios	Total conatos + incendios	Superficie arbolada (ha)	Superficie desarbola (ha)	Superficie forestal total (ha)	Superficie total del Municipio 	
	44102	Fonfría	0	0	0	0	0	0	2,058.08	
	44103	Formiche Alto	3	4	7	2.82	1.7	4.52	7,816.51	
	44105	Fórnoles	3	6	9	1.14	0.01	1.15	3,266.00	
	44106	Fortanete	6	0	6	0.44	0.05	0.49	16,825.77	
	44107	Foz-Calanda	5	1	6	1.4	0.99	2.39	3,788.94	
	44108	La Fresneda	6	8	14	13.09	2.58	15.67	3,951.25	
	44109	Frías de Albarracín	0	0	0	0	0	0	5,076.67	
	44110	Fuenferrada	1	2	3	0	2.36	2.36	2,452.27	
	44111	Fuentes Calientes	0	0	0	0	0	0	2,500.74	
	44112	Fuentes Claras	0	0	0	0.8	0.36	1.16	3,689.67	
	44113	Fuentes de Rubielos	6	0	6	0.45	0.12	0.57	3,891.92	
	44114	Fuentespalda	3	8	11	9.84	1.49	11.33	3,902.80	
	44115	Galve	2	0	2	0.08	0.01	0.09	6,188.09	
	44116	Gargallo	8	0	8	0.31	319.9	320.21	3,008.64	
	44117	Gea de Albarracín	3	0	3	0.09	0.01	0.1	5,748.60	
	44118	La Ginebrosa	12	0	12	0.45	0.49	0.94	8,014.63	
	44119	Griegos	1	0	1	0.01	0	0.01	3,175.57	
	44120	Guadalaviar	0	0	0	0	0	0	2,806.56	
	44121	Gédar	5	0	5	0.08	0	0.08	6,077.93	
	44122	Híjar	3	24	27	36.19	23.12	59.31	16,541.09	
	44123	Hinojosa de Jarque	2	0	2	0.03	0.04	0.07	3,647.55	
	44124	La Hoz de la Vieja	1	2	3	0.04	1.91	1.95	4,373.04	
	44125	Huesa del Comén	1	3	4	3.69	4.56	8.25	6,168.41	
	44126	La Iglesuela del Cid	6	0	6	0.03	1.76	1.79	4,031.30	
	44127	Jabaloyas	4	0	4	0.03	0.5	0.53	6,170.65	
	44128	Jarque de la Val	2	0	2	0.27	0	0.27	2,923.21	
	44129	Jatiel	1	3	4	3.91	2.6	6.51	1,084.78	
	44130	Jorcas	0	0	0	0	0	0	2,619.89	
	44131	Josa	1	0	1	0	0.95	0.95	2,823.08	
	44132	Lagueruela	1	0	1	30.1	0.4	30.5	2,631.58	
	44133	Lanzuela	1	0	1	0	0.1	0.1	1,421.96	
	44135	Libros	2	8	10	0.63	1.84	2.47	3,790.29	
	44136	Lidàn	0	0	0	0	0	0	4,038.89	
	44137	Linares de Mora	10	5	15	3.29	0.85	4.14	11,630.49	
	44138	Loscos	0	2	2	0.05	10.65	10.7	7,177.26	
	44141	Lledó	5	2	7	4.78	0.56	5.34	1,563.08	
	44142	Maicas	0	1	1	7.2	10	17.2	2,474.17	
	44143	Manzanera	16	18	34	15.99	1.03	17.02	16,865.76	
	44144	Martín del Río	8	1	9	7.35	5.09	12.44	5,488.19	
	44145	Mas de las Matas	12	2	14	4.09	1.14	5.23	3,000.14	
	44146	La Mata de los Olmos	8	0	8	0.67	0.14	0.81	2,373.38	
	44147	Mazaleón	3	13	16	34.51	1.27	35.78	8,632.38	
	44148	Mezquita de Jarque	0	0	0	0	0	0	3,114.40	
	44149	Mirambel	2	0	2	0	0.15	0.15	4,548.95	
	44150	Miravete de la Sierra	0	0	0	0.05	1.28	1.33	3,651.94	
	44151	Molinos	10	0	10	0.07	0.2	0.27	7,963.42	
	44152	Monforte de Moyuela	3	0	3	0.2	0.68	0.88	4,773.30	
	44153	Monreal del Campo	1	7	8	6.39	3.48	9.87	8,902.04	
	44154	Monroyo	2	23	25	14.76	0.5	15.26	7,929.46	
	44155	Montalbán	6	17	23	2.13	8.36	10.49	8,204.24	
	44156	Monteagudo del Castillo	0	0	0	0	0	0	4,436.13	
	44157	Monterde de Albarracín	2	0	2	0.01	0.1	0.11	4,518.84	
	44158	Mora de Rubielos	6	14	20	5.02	5.28	10.3	16,624.63	
	44159	Moscardón	1	0	1	0	0.01	0.01	2,691.65	
	44160	Mosqueruela	4	26	30	3.33	1.9	5.23	26,513.11	
	44161	Muniesa	5	0	5	0.05	0.32	0.37	12,980.47	
	44163	Noguera de Albarracín	1	0	1	0	0.23	0.23	4,741.37	
	44164	Nogueras	1	0	1	0.06	0	0.06	1,884.71	
	44165	Nogueruelas	7	6	13	1.69	0.02	1.71	9,950.96	
	44167	Obón	0	4	4	437.43	681.23	1118.66	6,839.20	
	44168	Odón	0	0	0	0	0	0	7,421.15	
	44169	Ojos Negros	1	0	1	0.2	0	0.2	9,088.05	
	44171	Olba	5	0	5	4.95	0.23	5.18	2,099.03	
	44172	Oliete	9	0	9	0.29	0.26	0.55	8,549.34	
	44173	Los Olmos	1	10	11	530.04	1.97	532.01	4,398.56	
	44174	Orihuela del Tremedal	5	0	5	0.08	0.04	0.12	7,149.07	
	44175	Orrios	0	0	0	0	0	0	4,422.73	
	44176	Palomar de Arroyos	3	3	6	0.22	7.49	7.71	3,362.40	
	44177	Pancrudo	0	4	4	6.9	4.5	11.4	10,011.40	
	44178	Las Parras de Castellote	9	0	9	0.22	0.14	0.36	4,215.53	
	44179	Peñarroya de Tastavins	2	7	9	2.52	0.12	2.64	8,335.23	
	44180	Peracense	0	3	3	0	3.5	3.5	2,864.83	
	44181	Peralejos	0	0	0	299.45	52.09	351.54	3,609.42	
	44182	Perales del Alfambra	1	0	1	0.02	1	1.02	10,423.06	
	44183	Pitarque	8	0	8	0.05	0.53	0.58	5,435.67	
	44184	Plou	0	0	0	0	0	0	1,721.40	
	44185	El Pobo	0	0	0	254.55	34.94	289.49	6,359.94	
	44187	La Portellada	7	0	7	0.5	0.07	0.57	2,138.72	
	44189	Pozondón	2	0	2	0	0.06	0.06	6,761.02	
	44190	Pozuel del Campo	0	0	0	0	0	0	2,784.24	
	44191	La Puebla de Híjar	4	18	22	4.57	10.74	15.31	6,079.85	
	44192	La Puebla de Valverde	1	11	12	0.92	10.45	11.37	28,276.38	
	44193	Puertomingalvo	14	0	14	0.93	0.12	1.05	10,365.68	
	44194	Ráfales	1	12	13	1.44	0.26	1.7	3,563.68	
	44195	Rillo	1	0	1	0.38	0	0.38	5,330.16	
	44196	Riodeva	0	4	4	0	7.02	7.02	3,433.59	
	44197	Ràdenas	0	0	0	0	0	0	4,424.49	
	44198	Royuela	0	0	0	0	0	0	3,248.93	
	44199	Rubiales	0	1	1	0	0.02	0.02	2,740.91	
	44200	Rubielos de la Cérida	0	0	0	0	0	0	6,688.24	
	44201	Rubielos de Mora	11	0	11	0.18	0.55	0.73	6,372.55	
	44203	Salcedillo	2	0	2	0.22	0	0.22	1,688.65	
	44204	Saldón	0	0	0	0	0	0	2,835.67	
	44205	Samper de Calanda	2	33	35	14.54	9.08	23.62	14,286.09	
	44206	San Agustín	2	5	7	0.05	2.06	2.11	5,658.28	
	44207	San Martín del Río	1	16	17	19.62	37.8	57.42	1,657.21	
	44208	Santa Cruz de Nogueras	1	0	1	0.05	0	0.05	1,517.31	
	44209	Santa Eulalia	1	3	4	1.2	0.01	1.21	8,094.48	
	44210	Sarriàn	2	5	7	1.04	1.07	2.11	14,044.20	
	44211	Segura de los Baños	2	12	14	2.31	23.03	25.34	5,414.37	
	44212	Seno	2	0	2	0	0.73	0.73	1,785.84	
	44213	Singra	1	0	1	0	0.05	0.05	3,671.19	
	44215	Terriente	1	0	1	0	0	0	4,796.45	
	44216	Teruel	6	27	33	2.4	4.25	6.65	44,033.72	
	44217	Toril y Masegoso	1	0	1	0.05	0	0.05	3,066.22	
	44218	Tormàn	4	0	4	0.18	0	0.18	2,933.54	
	44219	Tornos	0	0	0	0	0	0	4,893.54	
	44220	Torralba de los Sisones	0	0	0	0	0	0	4,478.19	
	44221	Torrecilla de Alcañiz	6	0	6	0.66	0.15	0.81	2,678.07	
	44222	Torrecilla del Rebollar	4	0	4	0.01	0.16	0.17	6,343.90	
	44223	Torre de Arcas	2	4	6	1.14	0.04	1.18	3,430.20	
	44224	Torre de las Arcas	1	5	6	162.08	226.25	388.33	3,717.01	
	44225	Torre del Compte	3	0	3	0.03	0.03	0.06	1,947.48	
	44226	Torrelacárcel	0	0	0	0	0	0	3,552.69	
	44227	Torre los Negros	0	0	0	0	0	0	2,914.75	
	44228	Torremocha de Jiloca	0	0	0	0	0	0	3,393.36	
	44229	Torres de Albarracín	0	2	2	26.33	0.5	26.83	2,829.82	
	44230	Torrevelilla	6	0	6	0.43	0.01	0.44	3,346.42	
	44231	Torrijas	10	0	10	0.52	0.16	0.68	5,733.41	
	44232	Torrijo del Campo	1	0	1	0	0.5	0.5	4,402.94	
	44234	Tramacastiel	1	10	11	3.55	8.18	11.73	4,728.13	
	44235	Tramacastilla	2	0	2	0.01	0.01	0.02	2,480.36	
	44236	Tronchón	0	0	0	0	0	0	5,713.10	
	44237	Urrea de Gaén	0	8	8	15.1	9.2	24.3	4,112.95	
	44238	Utrillas	1	5	6	0.01	5.78	5.79	3,981.99	
	44239	Valacloche	2	0	2	0.15	0.01	0.16	1,501.67	
	44240	Valbona	1	5	6	2.31	3.9	6.21	4,072.28	
	44241	Valdealgorfa	2	0	2	0.01	0.15	0.16	4,696.29	
	44243	Valdecuenca	1	0	1	0.01	0	0.01	1,863.49	
	44244	Valdelinares	0	0	0	0	2.14	2.14	5,509.59	
	44245	Valdeltormo	1	5	6	165.96	0.57	166.53	1,601.54	
	44246	Valderrobres	8	33	41	90.31	1.16	91.47	12,415.29	
	44247	Valjunquera	16	1	17	12.83	2.45	15.28	4,186.91	
	44249	El Vallecillo	0	0	0	0	0	0	2,158.45	
	44250	Veguillas de la Sierra	1	0	1	0	0	0	1,366.24	
	44251	Villafranca del Campo	0	0	0	0	0	0	6,652.42	
	44252	Villahermosa del Campo	0	2	2	2	0	2	1,919.43	
	44256	Villanueva del Rebollar de la Sierra	0	0	0	0	0	0	1,899.21	
	44257	Villar del Cobo	5	0	5	0.05	0.02	0.07	5,410.19	
	44258	Villar del Salz	2	0	2	0.88	0.03	0.91	3,867.88	
	44260	Villarluengo	3	14	17	676.58	16.09	692.67	15,793.71	
	44261	Villarquemado	0	1	1	9	3.7	12.7	5,641.28	
	44262	Villarroya de los Pinares	2	0	2	0	0.71	0.71	6,642.52	
	44263	Villastar	2	0	2	0.33	0.04	0.37	3,903.75	
	44264	Villel	4	17	21	34.62	35.33	69.95	8,535.80	
	44265	Vinaceite	0	0	0	0	0	0	5,008.54	
	44266	Visiedo	0	0	0	0	0	0	5,552.25	
	44267	Vivel del Río Martín	3	0	3	0.11	0.01	0.12	5,115.96	
	44268	La Zoma	6	0	6	614.65	359.94	974.59	1,450.50	
	53076	Comunidad de la Pardina del Mercadal	0	0	0	0	0	0	1,221.75	
	53077	El Franco	0	0	0	0	0	0	42.42	
Total Teruel									1,481,064.07	
Toledo	45001	Ajofrín	1	4	5	2.5	8.4	10.9	3,508.17	
	45002	Alameda de la Sagra	0	13	13	0	19.23	19.23	3,300.93	
	45003	Albarreal de Tajo	1	9	10	1	43.93	44.93	4,155.79	
	45004	Alcabón	0	3	3	0	5	5	802.07	
	45005	Alcañizo	0	0	0	0	0	0	1,350.87	
	45006	Alcaudete de la Jara	5	28	33	34.11	224.18	258.29	15,608.99	
	45007	Alcolea de Tajo	7	10	17	0.45	13.82	14.27	6,447.23	
	45008	Aldea en Cabo	0	3	3	3.45	1.3	4.75	2,544.97	
	45009	Aldeanueva de Barbarroya	5	17	22	5.66	153.49	159.15	9,179.25	
	45010	Aldeanueva de San Bartolomé	1	6	7	2.4	259.57	261.97	3,460.68	
	45011	Almendral de la Cañada	6	9	15	15.95	64.2	80.15	3,362.42	
	45012	Almonacid de Toledo	2	16	18	0.13	184.97	185.1	9,570.62	
	45013	Almorox	18	50	68	1114.6	1484.53	2599.13	6,447.61	
	45014	Añover de Tajo	11	31	42	15.49	36.08	51.57	4,027.67	
	45015	Arcicóllar	3	9	12	7.2	6.75	13.95	3,052.86	
	45016	Argés	1	6	7	15.52	27.8	43.32	2,373.05	
	45017	Azután	1	3	4	0.5	1.42	1.92	2,160.71	
	45018	Barcience	3	10	13	49.35	14.71	64.06	1,896.98	
	45019	Bargas	3	12	15	3.25	17.01	20.26	8,942.19	
	45020	Belvís de la Jara	2	14	16	0.8	36.28	37.08	11,400.99	
	45021	Borox	5	10	15	3.28	68.26	71.54	6,005.91	
	45022	Buenaventura	3	9	12	1	74.24	75.24	3,576.50	
	45023	Burguillos de Toledo	3	0	3	0	0.75	0.75	2,847.09	
	45024	Burujón	4	1	5	0	9.04	9.04	3,543.19	
	45025	Cabañas de la Sagra	0	2	2	0	4.1	4.1	1,650.88	
	45026	Cabañas de Yepes	0	2	2	1	1	2	1,795.75	
	45027	Cabezamesada	3	3	6	0	5.81	5.81	5,977.91	
	45028	Calera y Chozas	13	42	55	1.84	74.38	76.22	21,951.67	
	45029	Caleruela	0	3	3	0.3	3.6	3.9	941.93	
	45030	Calzada de Oropesa	0	12	12	25	284.5	309.5	14,223.84	
	45031	Camarena	4	12	16	0.75	65.46	66.21	6,617.77	
	45032	Camarenilla	0	3	3	3	3	6	2,433.33	
	45033	El Campillo de la Jara	0	9	9	0	24.36	24.36	8,806.23	
	45034	Camuñas	3	12	15	0.5	8.86	9.36	10,195.77	
	45035	Cardiel de los Montes	1	7	8	40	23.22	63.22	2,430.31	
	45036	Carmena	1	10	11	3	37.39	40.39	4,667.63	
	45037	El Carpio de Tajo	1	12	13	0.1	22.02	22.12	11,353.39	
	45038	Carranque	3	14	17	36.6	39.79	76.39	2,470.07	
	45039	Carriches	0	0	0	0	0	0	1,866.58	
	45040	El Casar de Escalona	14	57	71	79.71	151.36	231.07	3,953.59	
	45041	Casarrubios del Monte	2	17	19	0	108.61	108.61	9,200.55	
	45042	Casasbuenas	1	4	5	8	7.26	15.26	3,044.36	
	45043	Castillo de Bayuela	3	6	9	20.1	20.38	40.48	3,730.53	
	45045	Cazalegas	4	44	48	21.29	106.81	128.1	2,947.58	
	45046	Cebolla	3	12	15	0.92	6.99	7.91	3,675.71	
	45047	Cedillo del Condado	0	10	10	1	9.1	10.1	2,643.34	
	45048	Los Cerralbos	1	8	9	6	24.01	30.01	4,013.62	
	45049	Cervera de los Montes	0	6	6	7	8.1	15.1	3,168.30	
	45050	Ciruelos	1	10	11	3.5	10.92	14.42	2,284.23	
	45051	Cobeja	0	3	3	0	3.05	3.05	1,768.36	
	45052	Cobisa	1	2	3	0	40.32	40.32	1,447.33	
	45053	Consuegra	12	45	57	3.08	357.9	360.98	35,822.58	
	45054	Corral de Almaguer	7	20	27	1	16.74	17.74	32,844.68	
	45055	Cuerva	0	4	4	0	11.85	11.85	3,749.05	
	45056	Chozas de Canales	4	11	15	10.11	18.73	28.84	3,266.81	
	45057	Chueca	0	1	1	0.2	2.8	3	1,111.55	
	45058	Domingo Pérez	0	0	0	0	0	0	1,292.94	
	45059	Dosbarrios	4	18	22	13.1	16.55	29.65	11,150.20	
	45060	Erustes	2	0	2	0	0.51	0.51	951.46	
	45061	Escalona	20	103	123	217.39	363.16	580.55	7,311.79	
	45062	Escalonilla	2	8	10	1.5	10.03	11.53	5,092.50	
	45063	Espinoso del Rey	3	28	31	21.73	36.93	58.66	4,826.57	
	45064	Esquivias	1	3	4	0.34	1.01	1.35	2,490.83	
	45065	La Estrella	2	6	8	2.6	29.36	31.96	7,723.20	
	45066	Fuensalida	18	38	56	8.97	136.84	145.81	6,833.53	
	45067	Gálvez	0	6	6	30	7.52	37.52	5,496.85	
	45068	Garciotum	0	2	2	2	0.1	2.1	2,271.92	
	45069	Gerindote	1	6	7	0	6.97	6.97	4,423.39	
	45070	Guadamur	0	1	1	0	1	1	3,820.50	
	45071	La Guardia	9	23	32	58.92	142.63	201.55	19,544.32	
	45072	Las Herencias	0	21	21	10.67	198.81	209.48	9,071.03	
	45073	Herreruela de Oropesa	0	0	0	0	0	0	1,054.44	
	45074	Hinojosa de San Vicente	1	19	20	73.7	58.28	131.98	3,103.52	
	45075	Hontanar	7	14	21	1.9	19.87	21.77	15,170.59	
	45076	Hormigos	4	37	41	62.4	78.33	140.73	2,747.35	
	45077	Huecas	2	2	4	0	8.66	8.66	2,740.54	
	45078	Huerta de Valdecarábanos	5	12	17	9.01	41.63	50.64	8,293.71	
	45079	La Iglesuela	5	6	11	255.2	31.83	287.03	6,907.89	
	45080	Illán de Vacas	0	0	0	0	0	0	914.98	
	45081	Illescas	5	8	13	1.17	101.96	103.13	5,720.65	
	45082	Lagartera	6	12	18	2	76.2	78.2	8,102.92	
	45083	Layos	0	0	0	0	1.8	1.8	1,838.09	
	45084	Lillo	2	12	14	0	27.04	27.04	15,128.02	
	45085	Lominchar	2	5	7	0	46.1	46.1	2,224.95	
	45086	Lucillos	2	11	13	7.75	17.35	25.1	4,048.35	
	45087	Madridejos	6	18	24	40	15.96	55.96	26,181.82	
	45088	Magán	1	10	11	0.02	13.31	13.33	2,916.54	
	45089	Malpica de Tajo	8	36	44	26.65	42.09	68.74	7,956.54	
	45090	Manzaneque	1	5	6	0.05	12.15	12.2	1,221.31	
	45091	Maqueda	1	20	21	15.7	12.32	28.02	7,364.08	
	45092	Marjaliza	2	7	9	3.4	3.43	6.83	6,575.36	
	45093	Marrupe	2	5	7	0.54	10.52	11.06	1,049.67	
	45094	Mascaraque	1	5	6	0	8.12	8.12	6,556.11	
	45095	La Mata	0	2	2	0.05	3.7	3.75	1,917.29	
	45096	Mazarambroz	2	9	11	1.9	33.19	35.09	21,589.57	
	45097	Mejorada	2	13	15	39.46	28.92	68.38	4,608.16	
	45098	Menasalbas	4	11	15	0.01	23.51	23.52	17,935.42	
	45099	Méntrida	2	32	34	49.87	105.36	155.23	8,295.67	
	45100	Mesegar de Tajo	1	2	3	0.1	1.7	1.8	1,764.99	
	45101	Miguel Esteban	3	7	10	5	35.54	40.54	9,292.15	
	45102	Mocejàn	3	12	15	3.46	2.83	6.29	3,064.60	
	45103	Mohedas de la Jara	3	9	12	918.46	759.96	1678.42	6,041.78	
	45104	Montearagàn	0	5	5	1.5	9.2	10.7	1,200.25	
	45105	Montesclaros	0	4	4	2	15.09	17.09	2,057.72	
	45106	Mora	2	13	15	6	69.39	75.39	16,845.25	
	45107	Nambroca	0	9	9	3.63	85.87	89.5	8,196.85	
	45108	La Nava de Ricomalillo	1	10	11	1.6	16.09	17.69	3,952.33	
	45109	Navahermosa	6	11	17	0.11	19.04	19.15	12,973.86	
	45110	Navalcán	10	31	41	22.01	125.15	147.16	5,973.29	
	45111	Navalmoralejo	0	2	2	0	7	7	2,274.50	
	45112	Los Navalmorales	1	18	19	5.35	10.08	15.43	10,491.81	
	45113	Los Navalucillos	10	40	50	146.66	143.31	289.97	35,584.20	
	45114	Navamorcuende	1	32	33	133.87	101.29	235.16	11,083.91	
	45115	Noblejas	1	22	23	1.15	124.39	125.54	6,961.92	
	45116	Noez	3	1	4	0	2.75	2.75	3,420.05	
	45117	Nombela	2	15	17	78.4	101.21	179.61	12,145.11	
	45118	Novés	1	10	11	0.75	19.25	20	4,169.32	
	45119	Numancia de la Sagra	0	2	2	0	1	1	2,960.92	
	45120	Nuño Gàmez	1	0	1	0	0.18	0.18	1,688.91	
	45121	Ocaña	1	40	41	108.8	79.57	188.37	14,770.30	
	45122	Olías del Rey	1	11	12	4.2	10.74	14.94	3,991.58	
	45123	Ontígola	2	10	12	10	22.97	32.97	4,130.05	
	45124	Orgaz	13	33	46	20.63	70.75	91.38	15,438.18	
	45125	Oropesa	3	47	50	111.5	489.14	600.64	33,657.88	
	45126	Otero	0	6	6	0	2.55	2.55	2,955.78	
	45127	Palomeque	0	5	5	3	84.5	87.5	2,226.60	
	45128	Pantoja	1	5	6	3.4	10.18	13.58	2,814.45	
	45129	Paredes de Escalona	0	9	9	2.6	33.08	35.68	2,490.16	
	45130	Parrillas	2	23	25	11.54	100.44	111.98	5,102.88	
	45131	Pelahustán	1	10	11	1.3	7.51	8.81	4,437.61	
	45132	Pepino	7	42	49	18.43	218.34	236.77	4,581.71	
	45133	Polán	5	10	15	0.76	46.68	47.44	15,861.49	
	45134	Portillo de Toledo	5	9	14	2.82	39.3	42.12	1,994.15	
	45135	La Puebla de Almoradiel	24	48	72	8.46	111.23	119.69	10,604.57	
	45136	La Puebla de Montalbán	9	34	43	6.2	68.85	75.05	14,127.26	
	45137	La Pueblanueva	6	25	31	72.51	297.44	369.95	12,206.21	
	45138	El Puente del Arzobispo	1	0	1	0	0.02	0.02	97.81	
	45139	Puerto de San Vicente	5	0	5	0.04	0.91	0.95	4,650.30	
	45140	Pulgar	1	7	8	0.5	11.15	11.65	3,858.08	
	45141	Quero	2	15	17	6.62	355.56	362.18	10,413.74	
	45142	Quintanar de la Orden	3	10	13	0	14.6	14.6	8,779.66	
	45143	Quismondo	1	2	3	0.02	6.6	6.62	1,541.92	
	45144	El Real de San Vicente	11	44	55	630.93	274.14	905.07	5,379.17	
	45145	Recas	6	12	18	1.99	12.39	14.38	3,102.74	
	45146	Retamoso de la Jara	2	7	9	65.01	9.52	74.53	4,823.38	
	45147	Rielves	10	9	19	0.04	15.15	15.19	3,281.11	
	45148	Robledo del Mazo	9	0	9	0.07	1	1.07	13,667.92	
	45149	El Romeral	0	3	3	0.4	5.91	6.31	7,885.49	
	45150	San Bartolomé de las Abiertas	2	11	13	0.6	49.06	49.66	5,684.90	
	45151	San Martín de Montalbán	4	1	5	0.01	4.03	4.04	13,297.10	
	45152	San Martín de Pusa	1	17	18	56.57	350.05	406.62	10,450.36	
	45153	San Pablo de los Montes	16	54	70	263.42	217.24	480.66	9,999.58	
	45154	San Román de los Montes	3	11	14	18	13.67	31.67	4,484.19	
	45155	Santa Ana de Pusa	0	7	7	6	18.6	24.6	1,943.87	
	45156	Santa Cruz de la Zarza	7	16	23	39.45	30.06	69.51	26,412.39	
	45157	Santa Cruz del Retamar	10	48	58	55.3	153.29	208.59	12,983.55	
	45158	Santa Olalla	4	10	14	0	6.6	6.6	7,257.71	
	45159	Sartajada	0	1	1	0	5	5	1,539.84	
	45160	Segurilla	1	4	5	3	9	12	2,279.72	
	45161	Seseña	2	22	24	3.08	30.93	34.01	7,136.12	
	45162	Sevilleja de la Jara	0	21	21	2987.17	525.17	3512.34	23,391.91	
	45163	Sonseca	4	13	17	3.35	20.96	24.31	5,951.97	
	45164	Sotillo de las Palomas	0	6	6	0	86.46	86.46	1,884.21	
	45165	Talavera de la Reina	35	173	208	181.93	522.52	704.45	18,579.80	
	45166	Tembleque	4	17	21	7.2	50.1	57.3	22,290.56	
	45167	El Toboso	1	5	6	0.15	13.29	13.44	14,407.03	
	45168	Toledo	11	69	80	16.42	96.48	112.9	23,177.44	
	45169	Torralba de Oropesa	0	2	2	0	3.53	3.53	2,344.85	
	45170	Torrecilla de la Jara	4	21	25	23.1	58.91	82.01	7,059.44	
	45171	La Torre de Esteban Hambrán	2	25	27	19.72	49.63	69.35	5,066.95	
	45172	Torrico	3	0	3	0	0.5	0.5	3,352.83	
	45173	Torrijos	0	5	5	0	5.82	5.82	1,733.47	
	45174	Totanés	0	0	0	0	0	0	2,603.06	
	45175	Turleque	0	7	7	0	37.5	37.5	10,077.81	
	45176	Ugena	0	3	3	2.4	8.5	10.9	1,510.48	
	45177	Urda	11	37	48	70.45	182.43	252.88	21,765.95	
	45179	Valdeverdeja	0	9	9	47	641.1	688.1	6,791.08	
	45180	Valmojado	2	13	15	20.75	33.96	54.71	2,620.56	
	45181	Velada	3	18	21	11.71	71.74	83.45	14,458.30	
	45182	Las Ventas con Peña Aguilera	7	29	36	19.71	70.78	90.49	14,001.59	
	45183	Las Ventas de Retamosa	1	16	17	1.5	105.43	106.93	1,888.98	
	45184	Las Ventas de San Julián	0	9	9	0	28.97	28.97	652.65	
	45185	Villacañas	6	19	25	1.75	33.43	35.18	26,830.17	
	45186	La Villa de Don Fadrique	4	18	22	3.87	10.58	14.45	8,309.14	
	45187	Villafranca de los Caballeros	0	7	7	1	50.03	51.03	10,651.07	
	45188	Villaluenga de la Sagra	0	6	6	0.8	16.23	17.03	2,701.48	
	45189	Villamiel de Toledo	0	4	4	0.01	6	6.01	4,165.52	
	45190	Villaminaya	0	6	6	0	74.37	74.37	2,126.28	
	45191	Villamuelas	0	4	4	0.5	117.15	117.65	4,332.77	
	45192	Villanueva de Alcardete	0	17	17	0.56	30.8	31.36	14,714.07	
	45193	Villanueva de Bogas	0	3	3	219.81	109.04	328.85	5,740.08	
	45194	Villarejo de Montalbán	0	1	1	0	10.3	10.3	6,534.83	
	45195	Villarrubia de Santiago	3	37	40	4.15	338.61	342.76	15,478.26	
	45196	Villaseca de la Sagra	1	7	8	0	7.38	7.38	3,180.99	
	45197	Villasequilla	1	12	13	1	16.85	17.85	7,690.02	
	45198	Villatobas	6	25	31	2.75	24.74	27.49	18,143.72	
	45199	El Viso de San Juan	2	24	26	5.8	116.22	122.02	5,298.58	
	45200	Los Yébenes	6	40	46	0.69	56.96	57.65	67,702.15	
	45201	Yeles	2	5	7	2.2	13.7	15.9	2,027.44	
	45202	Yepes	2	3	5	0.5	42.18	42.68	8,458.71	
	45203	Yuncler	2	9	11	1.71	8.54	10.25	1,750.67	
	45204	Yunclillos	1	9	10	9.2	31.78	40.98	3,104.44	
	45205	Yuncos	0	7	7	0	6.85	6.85	1,509.05	
	45901	Santo Domingo-Caudilla	0	2	2	0.4	0.75	1.15	5,377.50	
Total Toledo									1,536,009.66	
Valencia	46001	Ademuz	6	6	12	1.85	1.45	3.3	10,039.34	
	46002	Ador	3	0	3	0.1	63.54	63.64	1,382.11	
	46003	Atzeneta d'Albaida	3	0	3	0.06	0.01	0.07	605.80	
	46004	Agullent	2	0	2	100.32	94.96	195.28	1,624.40	
	46005	Alaquàs	0	0	0	0	0	0	390.28	
	46006	Albaida	5	20	25	9.73	48.18	57.91	3,542.61	
	46007	Albal	0	0	0	0	0	0	737.31	
	46008	Albalat de la Ribera	12	0	12	0	0.85	0.85	1,436.10	
	46009	Albalat dels Sorells	0	0	0	0	0	0	462.79	
	46010	Albalat dels Tarongers	5	16	21	21.92	21.51	43.43	2,135.53	
	46011	Alberic	9	18	27	1.1	9.21	10.31	2,696.34	
	46012	Alborache	1	8	9	64.03	531.32	595.35	2,733.52	
	46013	Alboraya	0	0	0	0	0	0	836.79	
	46014	Albuixech	0	0	0	0	0	0	442.09	
	46015	Alcàsser	0	0	0	0	0	0	901.02	
	46016	Alcàntera de Xúquer	5	0	5	0	0.36	0.36	332.57	
	46017	Alzira	44	62	106	3.02	64.67	67.69	11,053.37	
	46018	Alcublas	6	0	6	2223.95	714.24	2938.19	4,352.02	
	46019	L'Alcédia	6	9	15	0.6	9.05	9.65	2,367.55	
	46020	l'Alcudia de Crespins	2	1	3	1.05	0	1.05	516.93	
	46021	Aldaia	0	0	0	0	0	0	1,605.62	
	46022	Alfafar	0	0	0	0	0	0	1,004.57	
	46023	Alfauir	1	0	1	0	0.25	0.25	622.43	
	46024	Alfara de la Baronia	4	0	4	0.21	0.8	1.01	1,171.53	
	46025	Alfara del Patriarca	1	0	1	0	0.9	0.9	198.18	
	46026	Alfarp	7	7	14	0.04	5.38	5.42	2,058.46	
	46027	Alfarrasí	0	0	0	0	0	0	638.22	
	46028	Algar de Palancia	3	0	3	0	0.57	0.57	1,315.62	
	46029	Algemesí	14	32	46	1.6	21.33	22.93	4,131.34	
	46030	Algimia de Alfara	0	0	0	0	0	0	1,445.86	
	46031	Alginet	1	0	1	0	0.2	0.2	2,408.31	
	46032	Almàssera	0	0	0	0	0	0	274.06	
	46033	Almiserà	4	0	4	132.1	260.55	392.65	744.46	
	46034	Almoines	0	0	0	0	0	0	211.94	
	46035	Almussafes	0	0	0	0	0	0	1,076.64	
